bus,total_rides
936302,1526860
779186,1526858
808055,1526819
889908,1526567
944364,1526453
815098,1526403
961386,1526262
933093,1526206
905548,1526194
940727,1526040
796802,1525979
878941,1525921
949321,1525914
948790,1525884
912712,1525695
921792,1525692
798706,1525645
896666,1525618
909467,1525596
769890,1525494
938499,1525380
801986,1525320
747180,1525250
802596,1525125
918500,1525074
942197,1524712
773047,1524609
907676,1524415
785270,1524339
891561,1524243
774579,1524225
822007,1524136
795205,1523969
917522,1523941
763402,1523782
894184,1523633
938259,1523568
768704,1523450
816876,1523158
907669,1523102
949103,1523032
810268,1522864
943445,1522789
772142,1522786
953807,1522736
942056,1522638
773954,1522615
934303,1522606
942238,1522492
943655,1522377
932468,1522109
801243,1522067
789342,1521693
755211,1521677
944663,1521306
806014,1521304
763256,1521255
933204,1521122
936797,1521022
898974,1520912
795160,1520872
918721,1520806
928346,1520638
923644,1520528
771611,1520364
752668,1520359
769368,1520257
865232,1519911
774694,1519734
920323,1519698
931165,1519672
923039,1519412
807389,1519312
903830,1519244
913900,1519206
900356,1519058
918113,1518669
896387,1518668
757817,1518657
906026,1518641
771911,1518507
901941,1518432
803730,1518281
806152,1518244
808168,1518226
931453,1518124
802484,1517984
918563,1517941
798542,1517809
912597,1517803
901163,1517688
928048,1517639
947940,1517419
785035,1517370
785587,1517082
807848,1517042
806946,1517018
776670,1517011
769645,1516786
926125,1516767
861574,1516587
785144,1516584
901280,1516528
927076,1516496
912632,1516407
905206,1516396
800995,1516173
937560,1515977
738700,1515902
787163,1515868
770336,1515847
880902,1515679
787767,1515658
798672,1515621
751236,1515521
795501,1515447
763875,1515215
790418,1515144
805190,1515072
939138,1514983
926157,1514921
794821,1514878
836533,1514820
815420,1514612
931709,1514305
789944,1514142
933678,1514137
807879,1514042
917518,1514023
894297,1514014
792532,1513701
775862,1513663
790977,1513644
912918,1513585
922076,1513576
797433,1513570
915630,1513557
886469,1513455
885029,1513403
798061,1513281
869672,1513226
754940,1512794
922082,1512741
922170,1512518
926258,1512472
785256,1512406
888812,1512279
939415,1512049
939870,1511791
933046,1511785
784509,1511744
804097,1511695
928578,1511682
936869,1511596
783296,1511503
748691,1511419
887917,1511307
941406,1511033
771537,1510988
802941,1510967
875485,1510886
775628,1510839
905711,1510791
744976,1510573
802795,1510567
937566,1510523
817246,1510510
911372,1510486
812618,1510302
751395,1510286
793348,1510234
782384,1510148
938869,1509955
884276,1509868
871256,1509857
930556,1509813
911127,1509720
797800,1509627
794213,1509612
906121,1509579
898626,1509414
772893,1509399
764328,1509372
909500,1509331
754094,1509103
929271,1508974
764690,1508855
791059,1508740
917031,1508731
881200,1508580
788150,1508519
766160,1508323
869355,1508293
769128,1508286
938766,1508163
934042,1508090
768143,1507794
929359,1507755
792183,1507698
893195,1507664
921761,1507618
902436,1507275
923161,1507187
907539,1507139
765854,1506995
923613,1506972
889575,1506970
765361,1506929
925770,1506805
888214,1506586
929004,1506559
787640,1506433
771348,1506399
803894,1506318
917702,1506104
871878,1505943
816538,1505846
781557,1505812
930667,1505469
920408,1505432
918696,1505430
871165,1505429
811655,1505415
787528,1505339
762764,1505266
877362,1505098
872019,1505040
929870,1504925
793740,1504917
786356,1504849
936119,1504773
741682,1504766
911151,1504685
769179,1504670
852806,1504621
790600,1504600
748648,1504586
933741,1504181
787393,1504100
777417,1503919
880246,1503906
787220,1503883
861696,1503743
896643,1503303
894995,1503237
909978,1503225
783113,1503208
926650,1503146
746418,1503117
874196,1502952
751727,1502887
870601,1502828
757860,1502687
781061,1502458
901880,1502441
784606,1502196
761796,1502183
789718,1502104
803260,1501992
790299,1501727
777647,1501429
904333,1501421
910549,1501307
798311,1501299
794682,1501183
941254,1501040
894368,1500829
787021,1500701
893861,1500679
909937,1500625
908042,1500568
872246,1500545
787836,1500497
908881,1500125
799278,1500092
773345,1499988
899896,1499802
790908,1499784
914358,1499733
909306,1499658
751380,1499527
785276,1499314
925481,1499301
910998,1499277
919623,1498971
791651,1498666
783920,1498620
890705,1498395
907614,1498363
939473,1498164
762852,1498059
904517,1497990
786322,1497857
889516,1497843
925231,1497673
905545,1497519
749315,1497361
910537,1497241
932688,1497149
761850,1497084
779660,1496832
880392,1496798
884729,1496603
794636,1496503
900375,1496451
910186,1496446
900537,1496321
889907,1496117
903666,1496059
802407,1495916
754669,1495763
782960,1495674
733117,1495646
755955,1495564
814328,1495458
812238,1495207
903368,1495160
886702,1495158
911890,1495088
897988,1494993
918834,1494923
768158,1494852
868542,1494734
786527,1494715
923012,1494492
908372,1494448
909026,1494420
891710,1494248
841665,1494139
755234,1494062
760765,1494020
799851,1494019
906997,1493849
909964,1493815
781955,1493803
806256,1493729
904327,1493555
920546,1493513
907499,1493418
783312,1493261
746240,1493130
741688,1493030
802404,1493028
747519,1492949
788504,1492942
745409,1492888
754679,1492847
754694,1492574
902204,1492560
874304,1492508
898918,1492491
759657,1492470
772713,1492412
760548,1492406
762580,1492389
867027,1492245
886880,1492033
751100,1491935
783522,1491593
745371,1491578
925536,1491567
762247,1491387
777149,1491361
768907,1491240
900370,1491219
896865,1491145
737845,1491001
891353,1490955
772003,1490839
759346,1490794
918039,1490747
915667,1490732
868477,1490594
913103,1490563
823600,1490402
774375,1490353
894131,1490338
749192,1490315
916661,1490296
909979,1490188
779194,1490100
792277,1490004
741691,1489949
862770,1489855
787062,1489807
789868,1489796
909149,1489657
875224,1489651
929117,1489636
880777,1489631
881272,1489525
742296,1489246
924778,1488977
859537,1488970
772518,1488760
898272,1488592
771705,1488553
912540,1488373
908503,1488303
783657,1487983
755345,1487807
906552,1487750
903597,1487428
790014,1487385
874776,1487323
757907,1487128
899858,1486553
754783,1486495
922033,1486328
913284,1486288
873553,1486287
802169,1486209
768601,1486070
728844,1486058
875431,1486032
906240,1485967
888241,1485917
769660,1485890
922941,1485788
784085,1485778
750223,1485727
892185,1485717
784287,1485577
917919,1485543
897454,1485440
912458,1485295
902531,1485180
773792,1484986
896820,1484709
775836,1484657
912033,1484524
878628,1484418
766725,1484271
721413,1484228
779386,1484053
740297,1483724
917804,1483682
913873,1483630
957593,1483546
794453,1483302
785838,1483138
764136,1483035
736299,1483030
876831,1482932
763384,1482895
879895,1482883
768250,1482532
773663,1482398
884749,1482392
897500,1482385
908324,1482337
881173,1482182
784354,1482112
798144,1482042
926113,1482035
888587,1481990
897941,1481801
880692,1481762
746213,1481523
914997,1481500
739175,1481170
780679,1481161
884617,1481119
756604,1481052
879533,1480866
889426,1480306
784281,1479997
746019,1479933
852939,1479741
893558,1479665
793241,1479469
778698,1479273
887566,1479239
761440,1478930
873419,1478762
733128,1478464
734332,1478347
738630,1478222
783008,1478131
773294,1478008
778992,1477878
857744,1477848
907849,1477650
904673,1477390
753543,1477031
786431,1476874
729483,1476816
776640,1476646
737702,1475853
775861,1475788
873580,1475691
901029,1475645
781725,1475474
756598,1475462
885055,1475299
782670,1475091
774523,1474945
722939,1474612
739357,1474202
774310,1474199
875574,1474013
781139,1473915
751955,1473781
903292,1473323
782899,1473314
773049,1472511
887164,1472371
878367,1472058
880325,1472040
918067,1471801
779960,1471647
789498,1471534
827202,1471352
729506,1471300
856682,1471003
871942,1470909
897857,1470377
782016,1470130
892666,1470116
757962,1470087
915274,1470043
774197,1469693
771359,1469613
723724,1469444
770888,1468157
759970,1467057
739027,1466770
869663,1466689
892308,1466656
745475,1466526
787025,1466021
899684,1465922
744356,1465901
760149,1465843
781577,1465763
864352,1465523
883672,1465476
742447,1465430
839010,1465382
754962,1465376
761376,1465358
757497,1465182
883115,1465010
780104,1464808
866757,1464776
712539,1464664
899917,1464384
737497,1464334
876111,1464321
892382,1464101
766381,1463798
761859,1463654
771383,1463566
864392,1463549
769069,1463361
878793,1462996
733107,1462968
882014,1462671
707452,1462617
741017,1462348
833954,1462213
756590,1462161
877834,1461693
722447,1461590
883219,1461582
743211,1461528
861336,1461468
903950,1460841
738507,1460661
770638,1460155
767623,1460138
742317,1459908
864526,1459756
867853,1459569
784151,1459440
748326,1459359
791252,1459260
747818,1458885
828707,1458843
782853,1458826
893147,1458471
743512,1458187
759033,1457322
745872,1457172
733408,1457092
732929,1457018
761825,1456770
912016,1456560
736309,1456389
722682,1456375
858154,1456310
881356,1455728
778480,1455285
814985,1455208
733054,1455020
761781,1454726
903734,1454100
852199,1453791
885461,1453562
857738,1453289
775765,1453262
859829,1453248
887763,1453032
868551,1452480
884633,1452402
824834,1452283
725134,1452223
786008,1451945
771953,1451866
785700,1451746
853208,1451564
727517,1451538
829810,1451467
871791,1450787
854367,1450530
857542,1450143
862413,1450054
758399,1449789
733191,1449490
831663,1449211
854426,1448977
846305,1448547
857917,1448532
883883,1448471
859482,1448363
874641,1448356
890426,1448343
820493,1448260
860869,1447850
753006,1447740
890785,1447552
742452,1447064
894841,1446931
753922,1446652
729175,1445775
841205,1445085
859980,1444736
720876,1444651
762587,1444630
751938,1443755
867524,1443726
762857,1443701
765207,1443401
763075,1443335
894467,1443117
763718,1442833
716096,1442728
728460,1442226
754152,1442084
785887,1441786
861722,1441397
862298,1441260
874823,1440808
730834,1440782
718899,1440560
895573,1440414
732690,1440124
831261,1440000
893501,1439854
741083,1439470
712423,1439465
756936,1439437
722238,1439010
873605,1438996
741370,1438496
747850,1438012
733495,1437742
758063,1437307
868398,1437059
866001,1436797
857707,1436488
715260,1436343
720081,1436165
770713,1436115
746798,1435817
906201,1435574
744691,1435536
738529,1435176
734962,1434958
725056,1434079
833307,1433967
877429,1433857
747949,1433393
871683,1432970
714896,1432557
720279,1432356
731999,1432334
862748,1432070
764086,1432002
749827,1431270
850441,1431122
853603,1431021
732483,1430830
710743,1430747
894974,1429740
742924,1429595
869159,1429554
769444,1429400
848020,1429178
854318,1429003
767610,1428349
761448,1428310
866040,1428237
829736,1427903
848806,1427537
758686,1427448
882460,1426768
723069,1426582
853024,1425942
846175,1425908
859813,1425039
737073,1424862
867932,1424399
855955,1424334
859713,1424327
739714,1424323
857805,1424057
714940,1423898
734884,1423843
745526,1422846
836018,1422655
861625,1422569
852771,1422208
767084,1422094
700392,1421950
827772,1421856
718820,1421338
857090,1420709
714668,1420427
755777,1420040
870021,1420032
700116,1419733
861145,1419628
720068,1419198
852027,1417488
862750,1417033
855225,1416554
861916,1415912
858131,1415886
700723,1415758
850354,1415335
719691,1415064
719494,1414709
836328,1414587
715539,1413232
734869,1413118
863086,1412845
805441,1412568
710000,1412495
857968,1412335
849172,1412105
753918,1411795
872330,1411723
850528,1411662
810076,1411016
745959,1410513
866609,1410352
851226,1409924
836703,1409914
750349,1409870
710771,1409854
734272,1409640
744261,1409488
855905,1409353
713826,1408425
753866,1408210
894571,1407191
718167,1406757
708180,1406519
838351,1405467
695555,1403963
831527,1403340
729815,1403291
735265,1402972
831352,1401740
735622,1401094
702584,1400209
828438,1399877
727925,1399645
806355,1398938
830133,1397197
848265,1396944
694204,1396785
860779,1396747
854150,1396494
828642,1396238
845492,1395987
847772,1395053
843086,1394933
855427,1394613
849240,1393504
847798,1393301
734493,1392932
698934,1392896
865706,1392822
848267,1392509
743694,1392460
738720,1391482
692290,1391118
851632,1388634
851011,1387310
705028,1386954
819217,1386714
722061,1386620
835824,1386602
723023,1385493
736013,1383615
820578,1383143
707640,1383124
837601,1382426
747188,1382362
800887,1382289
821919,1381133
681127,1380672
792601,1380323
709633,1379601
815274,1378887
806458,1378819
818840,1378512
692129,1378143
861580,1377565
688147,1375559
699501,1374894
694149,1374053
730031,1373946
722960,1373830
811357,1373585
806587,1373497
819820,1373374
688138,1372802
731997,1372233
693566,1371909
809673,1370322
692506,1368522
836413,1368273
815984,1368226
697759,1367486
710682,1366505
818602,1365239
666607,1365009
791684,1364794
822136,1364316
706351,1364040
814984,1363888
829797,1363690
822317,1363332
828169,1362772
812757,1361786
838088,1361380
824923,1361355
727571,1361050
786351,1360448
670195,1359419
669210,1358787
822165,1357471
878003,1357376
804781,1356305
715334,1355235
811567,1353381
767236,1350767
806818,1348875
814934,1348144
668192,1347002
799595,1345743
786757,1345468
685230,1345406
794246,1344615
820666,1344182
690503,1341153
808555,1340877
668029,1340765
696473,1340544
677033,1340346
790639,1340006
812747,1339989
788239,1339946
737628,1339310
720116,1337844
699086,1334439
802729,1334023
796644,1333855
672626,1332068
789039,1331910
683059,1331150
822387,1330916
654819,1330738
681371,1328455
780132,1327988
705765,1325273
793846,1324057
783458,1323791
767769,1321399
747631,1318137
766560,1316845
813142,1316501
816636,1316371
727262,1313452
732420,1312900
772171,1312512
628563,1312162
807831,1308516
797301,1305315
652992,1305207
761004,1304893
788158,1304554
674960,1303689
759600,1302843
783950,1301442
753950,1300262
780558,1299579
677643,1298547
668812,1297326
827316,1294561
783801,1292548
664442,1292223
762618,1290703
695931,1290270
691262,1289552
799356,1289393
755677,1287896
661576,1286403
747970,1283202
780827,1282779
672341,1280876
754297,1279258
778855,1277696
636491,1276461
749254,1272446
652746,1268461
688165,1266367
643329,1263282
761572,1262247
767583,1261156
760344,1260780
766853,1258483
650356,1257376
756185,1257072
770607,1257069
649866,1255285
769997,1252193
765356,1251489
792623,1249488
669245,1245624
758151,1245592
731000,1244271
742980,1244263
773707,1243513
753943,1242887
757781,1242621
599316,1242297
611987,1241926
617119,1241332
782447,1240338
691365,1236510
773602,1236445
762706,1234247
740052,1229347
755230,1227506
654312,1226126
710150,1224777
772549,1224646
743027,1223824
636706,1222043
726815,1220440
721508,1220243
738031,1219269
759013,1217537
651421,1216560
726487,1215424
654612,1214028
669915,1213627
646243,1213342
750868,1212179
747807,1211637
706507,1210951
740043,1209886
638221,1209543
765802,1209241
717933,1208911
722405,1205977
736322,1203272
652807,1200574
725126,1199671
725010,1198797
738698,1196494
739404,1196283
632367,1196137
590714,1195189
732494,1194473
732919,1193622
735303,1193029
676407,1192991
591800,1192077
659876,1191650
598578,1186318
594414,1185495
656375,1183958
726475,1183468
623736,1181558
703302,1178013
754051,1175902
711850,1174430
717162,1173238
715974,1172584
674594,1171068
601103,1170498
699149,1170390
604409,1170181
597163,1169688
744896,1169471
723673,1169415
591006,1164548
672602,1163600
581664,1161581
595963,1161309
568100,1158774
709845,1157783
605584,1153974
628159,1152633
576326,1151506
611176,1148619
604796,1142767
558275,1138269
698229,1137031
681948,1135147
690465,1127279
593626,1126535
684054,1125593
673638,1109563
678329,1109300
707668,1107330
601685,1103209
599662,1102147
597347,1099723
639506,1099309
569983,1093604
672311,1089055
675845,1087994
652271,1087699
593204,1085402
670666,1079406
669463,1075190
555501,1074910
665251,1074802
625605,1074544
577497,1071458
567523,1070450
575294,1066116
616049,1044654
676405,1043665
648994,1041306
650769,1037373
613773,1036561
661076,1033393
668376,1031830
652808,1030257
647293,1025438
544713,1025434
628700,1021928
507648,1021822
552051,1018916
508815,1017890
519517,1005384
605772,1005334
589493,1002877
609114,1000827
619967,1000031
514171,998520
641780,998426
552198,998033
633996,998011
557420,995622
611887,994640
604564,994239
569843,992386
604089,980047
619195,975259
502031,974515
650794,972182
549385,971510
480347,970401
320186,966789
509850,966461
626374,965990
509948,962977
489810,958491
525696,950533
610061,943716
511289,942966
621673,941589
549046,937788
591445,936658
515030,927023
557867,926938
605667,926761
486791,921830
517911,920859
503847,918916
557712,911571
531521,910305
496285,907530
557794,902060
539410,888694
477995,888319
584096,887707
564107,885449
463868,883472
466856,882872
542621,877822
473453,866694
545733,858943
480801,853813
443089,853309
463165,849223
445534,847037
469512,846885
439597,845283
467659,832749
486451,829499
463710,829102
469400,825188
474089,815873
461163,809903
481029,808799
469702,807249
474682,807188
466987,803451
475784,802905
472623,801918
480111,800202
471953,798224
476997,797971
463508,797070
469820,796270
470815,794609
456194,794472
471319,794320
460822,793784
474666,792160
464140,791811
467179,790465
465479,790124
474767,790121
469691,787010
483883,786855
463846,784981
531176,783825
466988,783462
463908,783030
525908,782930
468812,780777
456836,780571
443247,780449
449160,779418
493179,778023
447442,776307
446072,774976
513353,774814
450883,773405
462098,772702
452211,771541
447936,771505
402364,765313
458387,763790
394751,756857
458134,756666
452937,753933
450230,752579
457408,752396
447658,750904
453108,750825
436216,747933
450527,747081
443252,742199
437577,737838
445989,737792
452128,735440
413008,728169
398823,726565
427781,720657
403870,716689
428156,716231
407815,715693
411406,713692
417416,705056
387894,701830
422369,701693
399149,697684
421322,697412
389894,692787
390425,688817
386289,685158
401248,684964
381722,684176
398464,677294
407869,675416
396567,673649
401665,673134
392548,666671
390531,666423
387327,666376
390171,664920
381061,661821
379552,660079
396163,658276
397781,655570
390578,655049
384314,654345
389873,653156
387316,652995
375578,652397
375533,646958
385106,644414
389185,644141
382748,642389
372961,637315
349696,636519
362823,635626
374072,635423
374987,634395
378230,633526
373206,633502
371601,633397
376511,632595
377772,625953
375230,625805
364185,622926
374697,621239
372186,620086
374475,618929
371748,618572
425489,617430
374362,617147
359261,617143
382161,613559
372531,611403
390091,607385
335704,604747
362682,602540
363268,600978
367755,599377
343853,595757
356837,594600
366854,589695
362267,589644
349781,587480
345186,585626
311075,580617
353721,579997
356620,579447
353950,576780
346254,576135
334547,575067
349451,570853
350455,565636
358329,565495
351011,563205
349319,557789
337566,556342
347914,553503
345371,551050
343982,546749
352388,546100
341811,545691
334991,543673
346837,540442
338290,534814
338267,533572
334144,533230
349664,532077
337223,531064
313635,530750
331674,530392
338523,528112
282336,526248
336610,524496
333150,523353
340512,521581
338664,520459
347516,519924
335842,519386
338121,519059
330542,517527
339339,516173
335197,514332
330540,514161
337128,513411
327089,511505
336911,510298
322453,509998
329144,509746
334365,508834
334667,508787
330666,508772
330414,508681
329339,508360
334911,507330
334559,507004
333595,505352
334145,505143
324544,503051
335025,503014
338021,502625
321850,501056
332474,500930
320242,499558
333410,496976
321386,496641
326192,496482
323815,496458
323424,496312
326416,495823
323199,495675
323500,494967
324218,494806
320689,494527
322703,494158
317899,493719
327340,492208
324554,491406
321314,491267
326107,490993
323062,490936
326242,490759
323465,490337
320929,489351
321256,489128
320927,488623
322563,487667
313705,487030
318012,486836
318896,486006
317629,485400
316190,484468
318538,484376
319333,483957
326128,483887
318121,483178
313521,482476
316586,481699
318510,481333
320751,480360
310048,480079
313426,479830
318269,479293
317199,478042
313712,477602
315882,477217
317267,476779
319021,476716
327984,476667
324028,476580
317835,476488
303689,476258
310656,475863
314508,473987
310091,473902
312074,473810
309217,473782
302569,473709
312717,473248
307407,473015
315401,472371
315311,470964
311882,470301
311836,470270
320859,469930
304342,469702
309302,469191
312659,468752
305501,468514
313038,468444
314899,468120
315672,467975
312226,467755
317723,467464
307570,467173
308822,465842
308098,465224
308998,465138
312379,465137
305354,464889
313917,464858
307300,464093
305497,463993
307576,463888
303876,463511
306720,462740
306288,461200
313739,460419
306629,459281
309106,458932
299874,458854
300842,458848
309700,458817
300583,458754
300304,458171
299100,458073
306904,458051
305332,457611
303882,456679
307261,456665
301558,455842
288787,455246
293346,454335
304431,452115
301892,451737
298502,451505
301260,451231
294204,449442
295919,448045
300508,447818
309009,447590
257700,447394
297292,446904
297659,446291
287852,444684
301317,444371
304522,443810
295648,443442
301357,443437
297368,441827
297160,441508
292548,440834
288854,440412
295579,439747
298563,439345
283168,438418
293699,437089
288369,434419
286362,433957
285439,433878
287899,431984
299680,430780
285366,430722
289292,430051
280767,430028
284841,429409
290906,429270
278930,428758
303502,428664
285245,428576
219234,428521
289930,427528
280331,426904
278515,426108
305028,424534
306380,424178
282290,422951
282529,422536
283365,422000
283137,421462
279757,420728
286680,419695
280892,418588
277928,417916
271925,417560
301881,416447
281724,416238
277727,416113
269772,416056
282862,414986
277882,414748
278317,414386
277139,414284
275747,413381
273791,413166
279383,412674
265818,410808
273075,410195
272827,410008
267271,408481
269375,407797
270497,407724
294517,406473
272363,405900
275240,405642
270340,405432
265152,405411
269583,404977
264517,403328
265782,401400
262570,401180
264500,399619
267787,399491
260772,397836
282597,393306
262355,391970
250369,389982
276051,389707
257638,388951
255801,386227
259552,384869
253437,381995
260524,375146
242899,371897
244219,370666
254787,369125
263520,364036
272700,361839
233767,361570
258523,360208
265087,357652
250672,347314
260758,345698
258713,345231
245154,343871
261148,343602
252137,342871
259169,342698
255894,342330
240528,341543
227108,340835
253916,339512
250675,337254
229414,336327
235503,335545
247597,331538
248434,330960
244336,329500
221878,328570
244938,326155
220319,325631
244960,324666
242402,324509
220715,323429
242568,323390
206197,321027
236590,320195
212121,316113
196912,315170
236521,314171
211746,312606
214222,309405
229831,309115
230903,308733
228412,308164
208762,305758
225938,304955
224948,304731
225498,304464
224885,302370
219120,297006
200537,295246
201261,293789
213862,293626
202629,293453
214131,292049
213080,290902
199323,289037
202934,288542
211894,288046
197789,286683
205280,283215
205453,280395
199679,278753
199545,278389
189898,276623
207502,275925
196277,275893
124154,222071
154414,185958
146931,174448
